actual,Orginal_text,predicted,explanation,is_valid_json
4,"Like Red Robin, Carraba's is my go-to Italian joint that I know I wont be disappointed in.  

I love their bread and the yummy oil/herbs that go with it.  I do ask for butter as well, but they always seem to bring out this frozen ball of butter.  I don't get that.

The best dish they have is their Pollo Rosa Maria.  It consists of two chicken breasts, stuff with fontina cheese and covered with a huge helping of sauteed mushrooms.  Make sure to get it with fettuccine alfredo.  It's a must!... if you don't like pasta, I dont know what to tel ya.  The combo of the two is a match made in heaven.

They have great salads and their own special house dressing.  Heads up on your ranch lovers.  they do not have ranch dressing.

As for their deserts, Im not much of a fan until they have their quarterly creme brulet.

Good food!",4,"The reviewer had a consistently positive experience, enjoying the bread, recommending the Pollo Rosa Maria, and praising the quality of their pasta and salads. However, a minor complaint about the frozen butter and lack of ranch dressing prevents them from giving a 5-star review.",True
4,"Great Korean Kalbi and other table top meats.
rest of the dishes wasn't that impressive .
Weekend could be really busy you might need to wait for a while to get your food.
but weekdays pretty slow.
If you like Korean BBQ, this is the best place in chandler ,gilbert area.",3,"The reviewer enjoyed the Korean Kalbi and other tabletop meats, but found the rest of the dishes unimpressive. The restaurant's service and busyness level also depend on the day of the week.",True
4,"My boyfriend and I looked up this place on yelp and decided to try it out.  When we arrived, we walked inside and the line was to the door.  Instead of waiting, we went to the take-out window outside, which we thought was very convienent.  They were very fast and friendly.  The ribs were tender and very good.  The pulled pork and hot sausage had great flavor!  Their bbq sauce is sweet with a bit of tang.  The mac and cheese was EXCELLENT!  The only thing that I was not pleased with was the cornbread.  I feel that they could make it much better.  We will definately be going back to eat bbq.  Overall experience was very good.",4,"The reviewer had a generally positive experience, with highlights including friendly service, tender ribs, and excellent mac and cheese. Their only criticism was minor, with the cornbread being the only aspect they felt needed improvement. Overall, the reviewer's enthusiasm for returning suggests a high level of satisfaction.",True
4,"We had a very nice meal here last night. The curries were pretty authentic and carried enough spice to make them very tasty. Unusual location but it wasn't hard to find. Good service, though we were only ones there when we finished at 8pm.",4,"Authentic and tasty curries, good service, unusual but easy to find location",True
4,"Lots of awesome packed in a cute little restaurant. Visited here on numerous occasions and never had to wait for a table. Service is excellent; friendly, and witty waitresses are a breath of fresh air. As is the patio, which is a perfect venue to enjoy a meal next to the fountains. The view of the gardens at lunch time is also a nice tidbit. 

Loved the chips too. Chimichanga is A-okay!",5,"Excellent service, good food, and a pleasant atmosphere, including a lovely patio and fountains.",True
4,Still a fan. I'm incredibly impressed one of the staff even remembered my name and my last purchase on a return visit.,5,Personalized service on a return visit made a good impression on the customer,True
4,"Great find! The boyfriend and I were aiming to check out Geisha A Go Go's happy hour but no seats and loud music drew us to find a more intimate spot. Kyoto hit the spot! The sushi was great at a reasonable price off the regular menu. The staff was friendly and laid back yet still attentive which was refreshing.  I loved all the rolls we tried: (in order of favorites) caterpillar, Philadelphia, Salmon volcano (warning it is salt that they light on fire), tuna maki, and another I can't remember. Although the boyfriend is still partial to Roka Akor, I think this is my new favorite location! I definitely cannot wait to come back and please open a location in Glendale!",5,"The reviewer mentions 'great' sushi at a 'reasonable price', 'friendly and laid back yet still attentive' staff, and lists multiple favorite rolls, indicating a highly positive experience.",True
4,"Go Go here for happy hour! From 4-7pm you can delight in their half priced apps and specialty cocktails. Their sushi rolls are meh, but their teriyaki ribs are falling off the bone, finger lickin' good! The cocktails seem to be concocted for little Asian girls (which is odd since there are no Asian girls in Scottsdale, especially now that my BFF and I are gone) - fruity with cutesy names like ""Hello Kitty,"" ""Harajuku Lover,"" ""Shiso Horny,"" and ""Kinki Kooler"" just to name a few. My favorite was the ""Turning Japanese"" which was like biting into a vodka infused pear.

Service at the bar was wonderful - Victoria is the one of the cutest bartenders in Old Town (guys, go pay her a visit). Drinks were flowing and the food came out quickly.

In addition to the happy hour and Victoria, make sure you check out their restrooms and private karaoke rooms, complete with ""entertainment"" poles. If you end up spending a long time on their Toto toilets, people will understand why. Seat warmer and a bidet? You'll want to take your business there on a daily basis.",4,"Impressive happy hour offerings, including half-priced apps and specialty cocktails, and excellent service at the bar from Victoria. The teriyaki ribs and restrooms also received positive mentions. However, the sushi rolls were described as 'meh'.",True
4,"I really love it here.  There is a big window that looks into the kitchen where you can watch the noodle chef hand make the noodles for your dish.  My favorite is #17, Beef with lemon garlic noodles.  The beef is sliced thin and served cold.  The sauce is a fish sauce, the fish smell is pretty strong, but it doesn't taste strong, the citrus and garlic are more evident.  The only reason I'm not giving 4 stars is because the water taste really funny here.  Opt for a soda.",4,"The reviewer loves the interactive noodle-making process, enjoys their favorite dish, and appreciates the citrus and garlic flavors in #17. However, the water taste is a drawback preventing a 4-star review.",True
4,"It's usually a ghost town at the downtown Phoenix bars, but when a game and/or concert is happening, suddenly the bars are bustling. Such was the case last night at Majerle's, former Phoenix Suns player Dan Marjerle's sports bar. With the Beyonce concert across the street at the arena AND a D-backs game at the ball park, Phoenix was a hoppin'.

My friend and I stopped into Majerle's, which I've been to a few times before, for dinner and drinks before going to see Beyonce. I had a cheeseburger and Cesar Salad. While I realize it's hard to mess up a Cesar Salad, my salad was seriously the best Cesar I've ever had. And my burger was packed with flavor. No wonder AOL  named them Best Burgers two years in a row. We also had a wonderful chocolate martini (with Vanilla Vodka, not creme based) here. And on Fridays if you're in the mood to really start the night, the bar offers a Corona or Pacifico with a shot of tequila for $7 as part of their Sizzlin' Friday special.

My only complaint was that our waitress suddenly went M.I.A for about 15 minutes when we were trying to close our tab so we could go to the show.  But I'm still going to cut them some slack because this is one of a few fun places to drink in the downtown area.

HOT TIP: A second Majerle's will be opening in Chandler in the fall.",4,"Outstanding food, including a top-notch Cesar Salad and flavorful cheeseburger, and a fun atmosphere, but subpar waitress service briefly.",True
4,"If I had a higher salary, I would shop here. I love this store, however the only reason I come here is if I am looking for something you can't get at a large grocery chain like a Fry's Marketplace.

They have a great wine selection, fine imported cheeses and the pastry counter makes your mouth water. When they are having a sale on steak I always buy it here.",4,"The reviewer has a high appreciation for the store's unique offerings, such as the wine selection, fine imported cheeses, and pastry counter. However, they indicate that they primarily choose to shop here because of what it offers that other stores don't, suggesting a limited enthusiasm.",True
4,"good selection, they had pretty good prices too",4,"Good selection and reasonable prices, a solid combination",True
4,"This was my 1st spring Training baseball experience so I can't compare the ballpark with any other. 

However, as a newbie I can say that I appreciate the intimate setting. Every seat is a decent seat. Hubs and I had seat right behind home plate for less than $30. It's a really chill atmosphere. Feels like a college ball park.

The concessions are priced fairly. The bathrooms were clean. 

I had a great time. 

See you next year!",4,"The reviewer enjoyed the intimate setting, fair price, and clean facilities, describing the atmosphere as 'chill' and stating they had a 'great time'.",True
4,"I went to Blanco Tacos + Tequila in Scottsdale with my family for my birthday dinner. This is another one of Sam Fox's restaurants, and it serves up modern Mexican fare. Our party of five all got a ton of food that definitely required to-go boxes throughout the meal.

The atmosphere at Blanco totally didn't surprise me, considering it's a Fox eatery. There was the open kitchen, huge hanging lights, centrally located bar and airy feel. It was chic and dimly lit with candlelight, but there were televisions throughout broadcasting football games. It was a great mix of casual and fancy, making it the type of place where it's perfectly acceptable to go and just down a couple margaritas, or have a fun dinner date.

I started with the Blood Orange Margarita ($9), which you should get with salt even though it's a little sweet. It was a strong drink, and the sweetness wasn't overpowering.

For my meal, I started with the housemade guacamole to go with our tasty chips and spicy salsa, then had cheese enchiladas and finished with a Tres Leche cake. The guacamole was so amazing, other people at the table were also inspired to order it for their starter. I really liked the cheese enchiladas, but, as my mom pointed out, they're more modern in that they're not smothered and dripping with cheese. Instead, they're covered in an interesting creamy ancho sauce. I guess I prefer traditional cheese enchiladas, but there was still a ton of cheese inside the tortillas that made me happy.

The cake was really interesting. Someone compared it to a bread pudding, since it was really crumbly and wet because it was drenched in a milky sauce. I liked it, but it was too rich to finish.

Altogether, I thought the meal was an excellent deal. I would definitely go back for the lively ambiance and tasty take on Mexican food.",4,"Excellent deal, tasty take on Mexican food, and lively ambiance make this a great spot, although traditional enchilada preferences and richness of the Tres Leche cake are minor drawbacks.",True
4,"Obs, a great location in the quaint Gold Spot next to the soon-to-be Pita Jungle. I really like what they did with the space. The vintage elementary school chairs bring me back to the days of learning cursive and pasting cotton balls on paper to create a snowman. Lots of natural light, too! The coffee is spot on, and they have pastries as well. -1 star for not having a punch card. They need to get on that!",4,"positive review for location, decorations, and coffee, but deducted 1 star for not offering a punch card",True
4,Had just gotten off a long flight and wondered into Aunt Chiladas for the first time.  Loved the food and the margaritas !!  Will go back again.,5,"Loved the food and the margaritas, indicating a high level of satisfaction with the dining experience.",True
4,I went again on Friday and YUM!  I got the same ginger chicken and it was just as delicious as before.  I need to venture out and try something else on the menu.,4,"The reviewer's positive experience with the ginger chicken has happened twice, indicating consistent quality and enjoyment of the dish.",True
4,"My husband and one year old son dined here on a Saturday night. Service was great, food was delicious, and the BYOB was much appreciated! Staff was very accomodating with our baby. :)",5,"Excellent service, delicious food, BYOB policy, and accommodating staff towards a young child.",True
4,"Who doesn't love $3 well drinks? Relaxed, social, no frickin' paid seating!! Except that I was propositioned to "" Swing"" by some totally gross dude, I Lovd this place to start the evenings!!! Great cheap drinks.  What more do you need?",4,"The reviewer loves the relaxed atmosphere, social vibe, and affordable drinks, but was put off by an uncomfortable interaction with a patron.",True
4,"""Tanked Fish"" is one of my favorite places in the neighborhood and we frequent it often. 

Rolls are of a great quality and there are some rather unusual and pleasantly different ones there. Price is very reasonable. And drinks selection, if not overly excessive, is ""Cool"".  Place is not riddled with kids, like many other places are, and you can actually kick back and have a conversation there.
One one of the weekday evenings they have this special thing where you can request your musical choice from this rather large list. Its real neat. What else is neat - their happy hour on Wednesday (I am not sure what day exactly to be honest. Call them if you really want to know.), when drinks, starters and most rolls are 1/2! This really makes a huge difference. 

I gave this place 4 starts. This is pretty much as high as it goes for me for this. 

""I like""
Eugene",4,"Reasonable prices, great rolls selection, enjoyable atmosphere, and nice happy hour specials make 'Tanked Fish' a favorite spot for the reviewer.",True
4,"During the work week I have to eat out for lunch quite a bit and I get tired of paying 10+ for lunch. I remembered hearing something about Boston Market having a $5 lunch special so I figured I would go check it out... Finally there is a place that has good, somewhat healthy and well priced lunches! Your choice of carver sandwich with soup/salad and a drink, they have soup and salad and I can't remember the others but it was a pretty nice selection. 

You pay more at McDonald's for a combo and this is way better! If you are out and about for lunch I would highly recommend going here. I'm sure most people have eaten here before so the food won't be a big surprise but the price is GREAT! This will definitely be a go to for me.",4,"The reviewer praises the value, healthiness, and quality of the lunch special at Boston Market, stating it's a great alternative to other fast food options, and that the price is ""GREAT!""",True
4,Pleasant restaurant with a variety of rooms. Farm fresh food is always better than frozen. Great place to relax and talk with your table mate.,4,Friendly atmosphere and positive comparison to frozen food suggest a high quality dining experience.,True
4,"Great Concept!

My girls love this place. You have to really learn the schedule when the place is really busy (because it gets packed) and that is when the experience is diminished and the potential for getting hurt is heightened.

The big plus is the multitude of things to do. For the smaller,. younger children, they have their own set of trampolines and the bounce houses..well, who doesn't love a good bouncy bounce!

The older kids can experience the main attraction and I will tell you that watching some of the stunts is pretty amazing! Not to mention the dodge ball, foam pit and the maze...2 hours gets eaten up pretty quick.

Whats great about this is that kids are being ACTIVE and really getting a work out. I was out for like 10 minutes and my butt was kicked...so this is a great way to get your kids moving and motivated.

The staff is young, but so is the staff at hot dog on stick...but they keep things pretty well under control and I have only seen one person get hurt in all the times that we have been there. Looking for common sense, good customer service, or a straight answer and you might have better luck talking with the floor.

Worth the money...great value...and fun. A definite two thumbs up in my book.",4,"The reviewer praises the multitude of activities, staff, and overall experience, but notes that it gets crowded and at times chaotic.",True
5,"We live in Chandler, so we get take out here probably once a month. My husband is from the east coast and in both his and my opinion, these are the best cheesesteaks around! We love their spicy peppers (they are hot!) and while I am not really a cheesesteak fan, their chicken cheesesteak sandwiches are fabulous! The owners are hard working and really appreciate all of their customers and let you know it! 

We have been eating here for three years now and have never had a bad experience.",5,"The reviewers are consistent customers, had no bad experiences, and rave about the food and service.",True
5,Great fresh sandwiches!! The pastrami and caprese are absolute perfection!! The orzo pasta salad is spot on for the summer.  Definitely a must id in mesa..they need more central location for sure!,5,The reviewer enthusiastically praises the sandwiches (pastrami and caprese) as 'absolute perfection' and the orzo pasta salad as 'spot on'.,True
5,"If you've read some of my other reviews you'll see a trend. 

Kohl's Department Stores.....Brewers spring training...... 

Yep, I'm a cheesehead. (But if you EVER actually catch me wearing a hunk of fake foam cheese on my head, shoot me. Really.) 

What can I say? I like Culver's. It reminds me of home. It's total comfort food. 

Got one of their Wisconsin Swiss melts. What other fast food joints offer burgers with Swiss on rye? The crinkle cut fries are always hot and fresh. And tasty. 

Culver's is known for their frozen custard. What Wisconsinite has not driven past a Culver's, looked at their sign, checked out the 'flavor of the day', and gone, ""Hey, that sounds good!!"", and quickly pulled into the parking lot? 

If you're from Wisconsin or the Midwest stop in for a Butterburger and some custard....it will bring back lots of good memories. 

Like another reviewer noted when he said he felt like he was in Iowa or something.....well.....that's the whole charm behind Culver's. You DO feel like you're in Wisconsin or one of the upper Midwest states. 

Granted I'm not the best person to review Culver's....I'm a little biased towards it. But if you want a 'different' kind of fast food experience and you've never been to the upper Midwest, it's a heck of a whole lot cheaper than flying there. 

Give it a chance....see if you like it.",5,"The reviewer expresses a strong connection and fondness for Culver's, mentioning its comfort food, memorable experiences, and regional charm. The text showcases a glowing opinion with no criticisms or negatives explicitly mentioned.",True
5,"went down to Scottsdale for Spring Training (Go Giants!) and we decided we wanted to have a nice, sit down meal instead of bar food or ballpark food every day/night.  Eddie's House fit the bill perfectly.
Food - excellent.  Tuna Tartar ""nachos"" were great.  I had the scallops and they were perfectly cooked.  Also had a size of Fiddler's Ferns which I've only tried once before.  they were excellent.  Berry Cobbler for dessert also excellent.  
Service - excellent.  very nice waiter who was very attentive.
Location - close to downtown but not on the immediate Scottsdale Road path.  
Atmosphere - also excellent
Prices - being from San Francisco, the prices were unbelievably reasonable.",5,"Excellent food, service, atmosphere, and value for price, which is relative to the reviewer's standards.",True
5,"This little spot in the art district of Scottsdale is as good a lunch restaurant as I've been to.  I had the mahi mahi tacos, and was blown away by the attention to detail in the flavors bringing the dish together, as well as the wonderfully tasteful presentation.  

Of particular note was the attractiveness level of the waitresses, about which I don't have sufficient words to do justice.  Both my father and I were hard pressed not to buy a condo in Scottsdale just to stay and have all our meals for the rest of our life there solely to appreciate the view.  They were dressed tastefully, not in the slightest bit 'slutty', but holy god.",5,"Extremely pleased with food and staff, praising presentation, flavors, and waitresses' attractiveness and tasteful dress.",True
5,"Beautiful restaurant! Terrrific service! 

Wonderful, fresh and authentic cuisine - what more can I say but don't miss the Carpaccio!",5,Excellent service and highly praised cuisine according to the reviewer.,True
5,"On top of how good the food is, their customer service is excellent. I went to eat there on Thursday (the 16th), and had the best server ever. He was the bartender as well, and still payed tons of attention to my table. He was very nice, and very helpful. He had extensive knowledge of the menu. He was also very personable. He laid out samples of their various barbeque sauces while giving some details about each one. He squirted them out onto an extra plate he brought to the table, and he made the shape of a smiley face with all the sauces. He made that dining experience so good that I wish I could write a review about him personally and suggest to his managers that he get a raise! I couldn't hear him when he stated his name over a large group that had just come in and was moving tables, but he was wonderful.
  Also, one of the people with me is from the east coast, and likes vinegar-based barbeque sauce. They didn't have any of that kind in their current rotation of sauces, and he actually went back to the kitchen and explained the situation. A lady from the kitchen made a vinegar-based barbeque sauce from scratch just because one of us had mentioned how much we loved it.
   I've never experienced service like that, and really can't say enough about how great this guy, and all other staff I came into contact with, was! Great job to whoever hired him.
  The food was delicious, I love their fries! Unlike anything you can get anywhere else. I got the country roasted chicken- great seasoning, super moist and tender, while still having that chargrilled/roasted skin (my favorite). All of their sauces are so good; it's hard to choose just one! (And no matter how many times I go there, I always sample each one again).
  All positive things to say about this Famous Daves!
Oh- and I forgot to mention the corn muffins...beyond words! Seriously, you have to try them. Now I'm craving one, and I'm pretty sure they're not open at 3:00 a.m. I wish I could order them by the dozen haha",5,"Exceptional customer service from the server, creation of a custom barbeque sauce for a customer's preference, and rave reviews of the food and menu items such as the corn muffins.",True
5,"After writing the review the other day I had a taste for Pappa's. So I went last night and YA-HUMMEE! I tried something new the Hudson platter and this baby did not disappoint! Perfectly grilled scallops, 2 succulent and sweet lobster tails, 4 huge shrimp brochette. If you are not familiar with shrimp brochette it is shrimp stuffed with Monterey jack cheese and a sliver of Jalapeno, wrapped in bacon and char -grilled. DELICIOUSNESS! It is served with the fabulous dirty rice and sauteed green beans all for are you ready for this wait for it 22.95! 

I also indulged in sharing a little pecan sweet potato pie with Hagen daas vanilla ice cream and bourbon sauce. WOOHOO! FYI all deserts purchased until July 26th will have a portion of the proceeds go to a local food bank! 

Dinner last night was sooo freakin good I may be back tonight! Bon Appetite",5,"The reviewer had an exceptional dining experience, with rave reviews of their new dish, the Hudson platter, and the quality of ingredients such as lobster tails and shrimp brochette. They also enjoyed the dessert and appreciated the charitable initiative. The enthusiasm and use of superlatives like 'DELICIOUSNESS' and 'WOOHOO' further support a perfect score.",True
5,"Had the pastrami sandwich. It brought me back memories of living in NYC and eating that first pastrami. It was good.  Good food hAs the power of time travel. 

This is a great place. Plus the coke is primo. Good mixture. The ice makes it over the top.",4,"The reviewer had a nostalgic experience with the pastrami sandwich, calling it 'good'. They also praised the coke as 'primo' with a 'good mixture' that is 'over the top' with the ice.",True
5,"well dang gummit....git on over here and by me some camo flawj....tha kind that has little dangly moss on it....and while yur at it, i need me a gun....

too bad i already have a gun and camo. i use to be a big hunter....deer, dove, turkey, squirrel, ducks etc. it's what you do in south georgia when your fridge is empty and you're hungry. 

this bass pro shops is ENORMOUS!!!!! i love it. although i don't hunt anymore, my brother and father do, so every year i get gift cards for them from Bass Pro Shops. the gear and guns are more expensive than other places, but their selection is incredible. when my dad comes out here, i can't wait to take him here to see all the taxidermy and fish tanks...i know he'll love it. 

the staff is usually friendly. the firearms dept is a bit intimidating and the guys at the counter can be smart asses. but this place is just really neat overall. it is also a family retreat, so don't be surprised to see hundreds of kids running wild while their parents let them be terrors.",4,"The reviewer describes the store as 'ENORMOUS' and 'just really neat overall', with an impressive selection of gear and guns. Although they mention some drawbacks like staff being intimidating or smart-alecky, the generally positive tone suggests a high rating.",True
5,"Excellent service!!!! I had to find a spa different from lavenders after they got rid of yet another excellent staff member, so I tried this place! I was SO HAPPY!! clean, pleasant, warm, comforting. The manager is actually on site and aware of the things going on in their spa! The staff is friendly and efficient! 
Lavenders day spa can learn from this place. Send the owner from lavenders to sanity and TAKE NOTES. 
I HIGHLY recommend it here!!!!!! Go and enjoy!!!",5,"Cleanliness, pleasant atmosphere, friendly and efficient staff, and a visible manager all contributed to a high rating.",True
5,"Just a quick review to reiterate how truly great this place is.

They've got soda, lots of soda.  That's right, I said soda! They've got root beer, sarsaparilla, freaky foreign sodas, teas, waters and other things. 

I love this place, I have no complaints. The only thing that would make this place better would be the addition of beer. Man, if these guys hooked up with the dudes that run the beer section of Topps  Liquors it would be unstopable!",5,"The reviewer has no complaints and mentions that the addition of beer would only make the place 'unstoppable', indicating a high level of satisfaction and enthusiasm.",True
5,"I am so grateful to say I have had the famous Rocket Burger.  This place gets so much Yelp praise and for great reason.  

The soda selection is off the hook every soda you grew up with and then some all in coolers in bottles the even got YooHoo.

Fries are all natural cut and amazing there is just something great about fries with the skin on them they just taste better. 

The burger was Phenomenal I had the Santa Fe which had the amazing Rocket Sauce, bacon, and fried green chili.  It was outta this world good.  

I will be a loyal customer and I am sure will post numerous updates to this review cause this place is just that good.",5,"The reviewer is extremely satisfied with their experience, mentioning that the soda selection is excellent, the natural-cut fries are ""amazing"", and the burger with Rocket Sauce and other toppings is ""outta this world good"" and ""phenomenal"".",True
5,"Count us in for a #5 Combo, a Oaxaca Special & two hard tacos....maybe some chips and salsa to go!

Best Mexican fast food around..and cheap!

Always busy at lunch, but they get through the orders in a timely manner.  Seating can be tricky, so have one order and another stalk tables! :)

You can park behind the place and walk through the back door....little FYI.",4,"The reviewer praises the affordability, speed of service, and menu options, with the only potential drawbacks noted being busy seating and a suggested strategy to interact with customers.",True
5,"The best fish tacos, period!  And I hate chain restaurants!",5,"Enumerated the preference without exception, emphasizing the quality of the fish tacos.",True
5,"I have always loved this place.   Good Food, fair price,  and typically a couple of cute girls working there.  All around good place..   its a go to .",5,"The reviewer expresses strong, consistent praise for the food, price, and atmosphere, indicating a high level of satisfaction.",True
5,BBQ Chicken plate is excellent! My wife says that the half order is fine. Usually take orders to go and food is ready on-time! We eat here on a monthly basis.,5,"The reviewer extremely praises the BBQ Chicken plate, stating it's 'excellent'. They also regularly dine here, indicating high customer loyalty, and report consistent on-time food pickups for their usual takeout orders.",True
5,"I tired they chicken smash burger.... WOOHOO!!!  LOVE IT!  Crispy chicken (not too think, not too thick) but perfectly crispy.  I ordered the build your own:  Egg bun, crispy chicken, mayo, and swiss cheese.  HELLO MAMA!  The smash fries were good.  The staff is always friendly.",5,"The reviewer praises the perfectly crispy chicken, the build your own option, and the friendly staff, indicating high satisfaction with their experience.",True
5,"One of the most memorable breweries I've been to, not because of their personal beer choices but because of how they run the place. They have over 30 beers on tap from all over the country. If that's not cool enough, the entire back wall of the place is refrigerated coolers full of bottles and cans of even more craft brews that you can hand pick to drink in house...OR....build your own 6 pack to carry out. Brews from all over from Epic, to Dogfish, to Maui Brewing, to Sierra Nevada and the list goes on...and on....and on. It really is a nice concept!! Oh....and their food is great too. Mostly your normal bar food but pretty tasty.

As for the service? I was incredibly impressed at how the girls that were serving us really truly seemed to have some serious beer knowledge. They were able to help us pick the right beer for our liking and they were right there when the brews disappeared regardless of the fact the place was packed.

Know before you go: Don't let the exterior fool you! It's a small portion of a strip mall...look hard or you may miss it",5,"The reviewer has a very positive experience with the brewery's selection, service, and overall concept. They mention specific highlights such as the large beer selection, knowledgeable staff, and tasty food.",True
5,"I just ordered the 'hamburger' then added my favorite toppings.

Another excellent burger, I have to say! Plenty of meat, freshly made - and hot off the grill!

Top notch fries as well, overflowing from the cup they put it in.  It takes about 5 - 10 minutes to get a great, fresh burger like this - but is very much worth the wait!",5,"The reviewer praises the burger's quality ('excellent', 'plenty of meat', 'freshly made') and attributes, stating it's 'hot off the grill' and 'great, fresh'.",True
5,"This is one of my favorite bars in the area.  The bar has a good vibe, the food is good, and the bartenders are attentive.  The prices are reasonable so you can have a good time without digging too deeply into your pockets.",4,"The bar has a good vibe, food, and bartenders, with reasonable prices, indicating a well-rounded and pleasant experience.",True
5,Love this place! I think this is probably the best Chinese buffet out here! They serve quality gourmet food. And they have a full bar too. Place is clean and service is great. Would go back anytime!,5,"The reviewer expresses absolute enthusiasm and calls this Chinese buffet the 'best' in the area, highlighting high-quality food, a full bar, cleanliness, and great service.",True
5,"After 6 years of searching I have finally found Laura!  My brows have never really been ""bad"" per se, but not great either...I have been searching for someone to show me the hidden potential of my natural arches, and Laura did just that.  After only two visits she has groomed my brows into perfect shape and balance. Its funny how such a small change can make such a big difference! 

I also enjoy the quiet and private suite with the pretty chandelier to look at during my appointments...and she always has great music playing in the background too!

Thanks Laura!",5,"The reviewer has a positive experience with Laura, achieving their desired brow shape and balance after just two visits, and appreciates the peaceful and elegant appointment setting.",True
5,"Alright, went back last night, felt bad because we were the late nighters, and everything was perfect.  The pizza, the salads and the wine were all so well done.  And what finally brought me to five stars was the crepe with Nuteila and Mascarpone.  OMG amazing.  I'm currently craving it the day after.  Totally beats out the crepe with nutella and banana that I also love...",5,"The reviewer praises multiple aspects of their experience, including the pizza, salads, wine, and crepe with Nuteila and Mascarpone, which they describe as ""OMG amazing"".",True
5,"Great pecan apple pancakes!  Superb decaf coffee.  Servers and counter staff are bright and smiling.  Restaurant was clean.  I have already recommended it to another foodie.

IF you park in the public lot, just west of the restaurant on 3rd street and eat within 60 minutes, it is free of charge to park.",5,"Consistent high praise for food, drinks, staff service, and cleanliness, along with a good daily deal on parking.",True
5,"We just moved from Florida and I was looking for a Restaurant with great food, service and a great view to celebrate my husbands 61st Birthday on Friday. It was suggested by a friend to try A Different Point of View... We are so glad we did... Let start by saying the drive up the cliffs to the restaurant was an adventure my Kia wasn't happy about but we made it.. AMAZING views... Greeted by a valet who had plenty of energy and was very informative. We picked the elevator to go to the 4th floor as opposed to the stairs... We were seated in a corner window table with views beyond belief! Greeted by our server , Larry, he wished my husband Happy Birthday and brought a passion fruit drink that was delish compliments of the Chef! Nice touch... Ask for Larry if you go.. he was right in tune with our special requests... We ordered their Signature Salad and I said we would share it... Larry had the kitchen serve it as a split.. Larry made the dinner and celebration very Special. My husband ordered the Rib Eye but my husband doesn't like any thing on his rib eye and doesn't like anything else on his plate with the meat.. Larry must hears this all the time and he explained exactly how it will be plated and assured him that no sauce or veggies would touch the meat. See pictures to see our meals. I held my breath until the plates came out and my Husband loved it- it was perfect. He ordered it medium rare and it came out perfectly cooked and full of flavor and it cut like butter. I ordered the Pork Tenderloin and it was tender and full of flavor the corn cakes were like little polenta pancakes they were delishish... The bread and the specialty butter and pesto and goat cheese dips were also full of flavor... 

The dessert was a Chocolate Espresso cake also very good. The sun was setting and the lights were twinkling-- Just a wonderful experience.. 

I can't wait to go back when it's a little cooler to sit outside...Don't miss this wonderful casual affordable piece of Heaven!",5,"The reviewer had an exceptional dining experience with great views, attentive and knowledgeable service, delicious food, and a pleasant atmosphere. Their server, Larry, exceeded expectations by accommodating their special requests and making the celebration special.",True
5,"Beautiful hotel, great rooms, best views out of the resorts in the immediate area.  Service is comparable to a Ritz Carlton.  Very understated and clean feeling, yet still over the top luxurious.",5,"Guests praise the hotel's beautiful rooms, stunning views, and high-end service comparable to the Ritz Carlton, suggesting a luxurious and exceptional experience.",True
5,"love the food and the services ,but you neesd to weight at 350ib to eat the burgers for free, the burgers are big and jucey",4,"The reviewer enjoyed both the food and services, but there is a notable caveat that limits the free burger promotion to a specific weight requirement, which slightly mars the overall experience.",True
5,"Great food as always.  The owner is incredibly professional, friendly and charismatic;came buy three times to check in on experience and even asked if we wanted more antipasto salad items(on an already generous, well-priced portion.)  The service is great.  Homemade breads.  Extremely generous portions.  I would highly recommend this restaurant to all.",5,"The reviewer praises the food, service, and owner's professionalism and friendliness, stating they would highly recommend the restaurant.",True
5,"Best Thai food for your dollar in the entire valley. I'm no Thai expert, but I have been to at least a dozen here in the valley. Keep in mind - this is NOT a fancy place - just a simple, inexpensive, casual dining experience. WOW!",5,"The reviewer highly recommends this Thai restaurant, calling it the best value in the valley after trying at least a dozen other options.",True
5,"My favorite Mexican food.  THE BEST BEAN BURRO ENCHILADA STYLE IN THE WORLD (yes I've tried them all)  Get the red enchilada sauce, and a tortilla on the side.",5,"User declares it the best in the world after trying many, and specifically recommends the red enchilada sauce and a tortilla on the side.",True
5,I love-love-love Green.  The atmosphere is wonderful and the food even better.   The people who work here are lovely sweet and very helpful.   There are far too few vegetarian restaurants in Phoenix metro area and this one gets my full support.,5,"The reviewer strongly praises the atmosphere, food, and staff, calling them 'wonderful', 'lovely', and 'sweet', indicating a perfect dining experience.",True
5,"Sushi ken I love you so much, I don't even know where to start! It's about time I write a review. This place in my opinion is the best quality for largest portion size in the valley.
  Let me just say now that if are one those people  who A. Like California rolls B. like spicy whatever rolls C. Want to go somewhere trendy and have sake bombers then this is NOT the place for you, please just don't come and spare me your stupid review, just go to Ra or Stingray or somewhere like that.
My husband and I eat here a least every couple of weeks, I feel like the staff is our family. They are very nice and polite. A lot of families here, restaurant is decorated simply. 
Nigeri and sashimi are very good. UNI here is amazing! Yellow tail belly is awesome also love the seaweed salad.
From the regular menu I love the yellow tail Kama and the cold soba bowl.
I also really like that they are open 7 days a week pretty late since most places in AZ close at like 9.",5,"The reviewer enthusiastically endorses Sushi Ken for its large portion sizes, high-quality sushi, and welcoming staff, stating that they eat there regularly and consider the staff to be like family.",True
